0.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.042253499999999444e-02,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.408450699999999889e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.112676099999999946e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.816901399999999778e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.521126800000000112e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.225352099999999944e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.929577499999999723e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.633802799999999555e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.338028199999999890e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.042253499999999722e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.746478900000000056e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.450704199999999888e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.154929600000000223e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.859154900000000055e-01,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.056337999999999999e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.126760599999999890e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.197183099999999945e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.267605599999999999e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.338028199999999890e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.408450699999999944e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.478873199999999999e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.549295799999999890e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.619718299999999944e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.690140799999999999e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.760563399999999890e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.830985899999999944e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.901408500000000057e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.971830999999999889e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.042253500000000166e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.112676099999999835e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.183098600000000111e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.253521099999999944e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.323943700000000057e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.394366199999999889e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.464788700000000166e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.535211299999999834e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.605633800000000111e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.676056299999999943e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.746478900000000056e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.816901399999999889e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.887323900000000165e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.957746499999999834e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.028169000000000111e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.098591499999999943e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.169014100000000056e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.239436599999999888e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.309859200000000001e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.380281699999999834e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.450704200000000110e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.521126799999999779e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.591549300000000056e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.661971799999999888e+00,-5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
